ID,Name,Pokedex Number,Supertype,Subtypes,HP,Types,Attacks,Weaknesses,Retreat Cost,Set Name,Release Date,Artist,Rarity,Card Image (Small),Card Image HiRes,TCG Player URL,TCG Price Date,TCG Market Price USD (Normal),TCG Low Price USD (Normal),TCG High Price USD (Normal),TCG Market Price USD (Reverse Holofoil),TCG Low Price USD (Reverse Holofoil),TCG High Price USD (Reverse Holofoil),TCG Market Price USD (Holofoil),TCG Low Price USD (Holofoil),TCG High Price USD (Holofoil)
swsh10-146,Hisuian Heavy Ball,,Trainer,Item,,,,,0,Astral Radiance,2022/05/27,Studio Bora Inc.,Uncommon,https://images.pokemontcg.io/swsh10/146.png,https://images.pokemontcg.io/swsh10/146_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-146,2025/02/22,0.32,0.24,2.99,1.07,0.45,4.99,,,
swsh10-147,Irida,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,kirisAki,Rare Holo,https://images.pokemontcg.io/swsh10/147.png,https://images.pokemontcg.io/swsh10/147_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-147,2025/02/22,,,,3.16,2.76,19.98,3.49,2.02,536.46
swsh10-148,Jubilife Village,,Trainer,Stadium,,,,,0,Astral Radiance,2022/05/27,Oswaldo KATO,Uncommon,https://images.pokemontcg.io/swsh10/148.png,https://images.pokemontcg.io/swsh10/148_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-148,2025/02/22,0.06,0.01,11.5,0.11,0.01,2.0,,,
swsh10-149,Kamado,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,Hitoshi Ariga,Uncommon,https://images.pokemontcg.io/swsh10/149.png,https://images.pokemontcg.io/swsh10/149_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-149,2025/02/22,0.05,0.01,11.5,0.1,0.04,2.0,,,
swsh10-150,Roxanne,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,Megumi Mizutani,Uncommon,https://images.pokemontcg.io/swsh10/150.png,https://images.pokemontcg.io/swsh10/150_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-150,2025/02/22,0.11,0.01,2.95,0.33,0.01,4.95,,,
swsh10-151,Spicy Seasoned Curry,,Trainer,Item,,,,,0,Astral Radiance,2022/05/27,AYUMI ODASHIMA,Uncommon,https://images.pokemontcg.io/swsh10/151.png,https://images.pokemontcg.io/swsh10/151_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-151,2025/02/22,0.09,0.01,11.5,0.13,0.01,2.99,,,
swsh10-152,Supereffective Glasses,,Trainer,"Item, Pokémon Tool",,,,,0,Astral Radiance,2022/05/27,Ryo Ueda,Uncommon,https://images.pokemontcg.io/swsh10/152.png,https://images.pokemontcg.io/swsh10/152_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-152,2025/02/22,0.08,0.01,2.0,0.15,0.01,2.0,,,
swsh10-153,Sweet Honey,,Trainer,Item,,,,,0,Astral Radiance,2022/05/27,ORBITALLINK Inc.,Uncommon,https://images.pokemontcg.io/swsh10/153.png,https://images.pokemontcg.io/swsh10/153_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-153,2025/02/22,0.06,0.01,1.99,0.19,0.02,2.0,,,
swsh10-154,Switch Cart,,Trainer,Item,,,,,0,Astral Radiance,2022/05/27,Toyste Beach,Uncommon,https://images.pokemontcg.io/swsh10/154.png,https://images.pokemontcg.io/swsh10/154_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-154,2025/02/22,0.59,0.1,9.89,1.19,0.5,6.03,,,
swsh10-155,Temple of Sinnoh,,Trainer,Stadium,,,,,0,Astral Radiance,2022/05/27,Oswaldo KATO,Uncommon,https://images.pokemontcg.io/swsh10/155.png,https://images.pokemontcg.io/swsh10/155_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-155,2025/02/22,0.15,0.09,1.99,0.22,0.01,2.0,,,
swsh10-156,Trekking Shoes,,Trainer,Item,,,,,0,Astral Radiance,2022/05/27,Toyste Beach,Uncommon,https://images.pokemontcg.io/swsh10/156.png,https://images.pokemontcg.io/swsh10/156_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-156,2025/02/22,0.09,0.01,1.99,0.29,0.05,2.0,,,
swsh10-157,Unidentified Fossil,,Trainer,Item,,,,,0,Astral Radiance,2022/05/27,AYUMI ODASHIMA,Uncommon,https://images.pokemontcg.io/swsh10/157.png,https://images.pokemontcg.io/swsh10/157_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-157,2025/02/22,0.06,0.01,2.0,0.19,0.01,2.0,,,
swsh10-158,Wait and See Turbo,,Trainer,Item,,,,,0,Astral Radiance,2022/05/27,sadaji,Uncommon,https://images.pokemontcg.io/swsh10/158.png,https://images.pokemontcg.io/swsh10/158_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-158,2025/02/22,0.03,0.01,1.99,0.1,0.03,2.0,,,
swsh10-159,Zisu,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,kirisAki,Uncommon,https://images.pokemontcg.io/swsh10/159.png,https://images.pokemontcg.io/swsh10/159_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-159,2025/02/22,0.07,0.01,10.0,0.12,0.01,2.0,,,
swsh10-160,Beedrill V,15.0,Pokémon,"Basic, V",210,Grass,"Twineedle (40×), Swarming Sting ()",Fire ×2,1,Astral Radiance,2022/05/27,Ayaka Yoshida,Rare Ultra,https://images.pokemontcg.io/swsh10/160.png,https://images.pokemontcg.io/swsh10/160_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-160,2025/02/22,,,,,,,2.57,1.52,9.95
swsh10-161,Beedrill V,15.0,Pokémon,"Basic, V",210,Grass,"Twineedle (40×), Swarming Sting ()",Fire ×2,1,Astral Radiance,2022/05/27,Narumi Sato,Rare Ultra,https://images.pokemontcg.io/swsh10/161.png,https://images.pokemontcg.io/swsh10/161_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-161,2025/02/22,,,,,,,39.3,29.56,79.99
swsh10-162,Hisuian Lilligant V,549.0,Pokémon,"Basic, V",200,Grass,"Dance Gracefully (), Leaf Step (130)",Fire ×2,2,Astral Radiance,2022/05/27,5ban Graphics,Rare Ultra,https://images.pokemontcg.io/swsh10/162.png,https://images.pokemontcg.io/swsh10/162_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-162,2025/02/22,,,,,,,2.01,1.0,19.95
swsh10-163,Hisuian Lilligant V,549.0,Pokémon,"Basic, V",200,Grass,"Dance Gracefully (), Leaf Step (130)",Fire ×2,2,Astral Radiance,2022/05/27,kodama,Rare Ultra,https://images.pokemontcg.io/swsh10/163.png,https://images.pokemontcg.io/swsh10/163_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-163,2025/02/22,,,,,,,16.55,13.29,55.0
swsh10-164,Virizion V,640.0,Pokémon,"Basic, V",200,Grass,Emerald Blade (200),Fire ×2,1,Astral Radiance,2022/05/27,Saki Hayashiro,Rare Ultra,https://images.pokemontcg.io/swsh10/164.png,https://images.pokemontcg.io/swsh10/164_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-164,2025/02/22,,,,,,,1.49,1.0,13.0
swsh10-165,Heatran V,485.0,Pokémon,"Basic, V",220,Fire,"Heat Burn (30), Magma Fall (90+)",Water ×2,3,Astral Radiance,2022/05/27,Studio Bora Inc.,Rare Ultra,https://images.pokemontcg.io/swsh10/165.png,https://images.pokemontcg.io/swsh10/165_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-165,2025/02/22,,,,,,,1.8,0.88,20.0
swsh10-166,Starmie V,121.0,Pokémon,"Basic, V",190,Water,"Swift (50), Energy Spiral (50×)",Lightning ×2,0,Astral Radiance,2022/05/27,Eske Yoshinob,Rare Ultra,https://images.pokemontcg.io/swsh10/166.png,https://images.pokemontcg.io/swsh10/166_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-166,2025/02/22,,,,,,,2.22,1.21,14.99
swsh10-167,Origin Forme Palkia V,484.0,Pokémon,"Basic, V",220,Water,"Rule the Region (), Hydro Break (200)",Lightning ×2,2,Astral Radiance,2022/05/27,Oswaldo KATO,Rare Ultra,https://images.pokemontcg.io/swsh10/167.png,https://images.pokemontcg.io/swsh10/167_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-167,2025/02/22,,,,,,,66.06,61.19,300.0
swsh10-168,Luxray V,405.0,Pokémon,"Basic, V",210,Lightning,"Fang Snipe (30), Radiating Pulse (120)",Fighting ×2,1,Astral Radiance,2022/05/27,MUGENUP,Rare Ultra,https://images.pokemontcg.io/swsh10/168.png,https://images.pokemontcg.io/swsh10/168_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-168,2025/02/22,,,,,,,3.54,2.5,14.99
swsh10-169,Hisuian Typhlosion V,157.0,Pokémon,"Basic, V",210,Psychic,"Singe (), Petrifying Flame (120)",Darkness ×2,2,Astral Radiance,2022/05/27,5ban Graphics,Rare Ultra,https://images.pokemontcg.io/swsh10/169.png,https://images.pokemontcg.io/swsh10/169_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-169,2025/02/22,,,,,,,3.41,2.5,14.99
swsh10-170,Jirachi V,385.0,Pokémon,"Basic, V",180,Psychic,Hypnostrike (60),Darkness ×2,1,Astral Radiance,2022/05/27,N-DESIGN Inc.,Rare Ultra,https://images.pokemontcg.io/swsh10/170.png,https://images.pokemontcg.io/swsh10/170_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-170,2025/02/22,,,,,,,7.44,4.54,24.99
swsh10-171,Machamp V,68.0,Pokémon,"Basic, V",220,Fighting,"Revenge Buster (50+), Seismic Toss (140)",Psychic ×2,3,Astral Radiance,2022/05/27,Ryo Ueda,Rare Ultra,https://images.pokemontcg.io/swsh10/171.png,https://images.pokemontcg.io/swsh10/171_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-171,2025/02/22,,,,,,,7.31,5.99,18.95
swsh10-172,Machamp V,68.0,Pokémon,"Basic, V",220,Fighting,"Revenge Buster (50+), Seismic Toss (140)",Psychic ×2,3,Astral Radiance,2022/05/27,Shinya Komatsu,Rare Ultra,https://images.pokemontcg.io/swsh10/172.png,https://images.pokemontcg.io/swsh10/172_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-172,2025/02/22,,,,,,,157.14,125.46,292.82
swsh10-173,Hisuian Decidueye V,724.0,Pokémon,"Basic, V",220,Fighting,"Mountain Hunt (), Close-Quarters Shooting (100)",Psychic ×2,2,Astral Radiance,2022/05/27,5ban Graphics,Rare Ultra,https://images.pokemontcg.io/swsh10/173.png,https://images.pokemontcg.io/swsh10/173_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-173,2025/02/22,,,,,,,1.61,0.75,22.0
swsh10-174,Hisuian Sneasler V,903.0,Pokémon,"Basic, V",190,Darkness,"Poison Claws (), Dire Claw (80×)",Fighting ×2,0,Astral Radiance,2022/05/27,5ban Graphics,Rare Ultra,https://images.pokemontcg.io/swsh10/174.png,https://images.pokemontcg.io/swsh10/174_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-174,2025/02/22,,,,,,,3.56,2.0,19.99
swsh10-175,Hisuian Sneasler V,903.0,Pokémon,"Basic, V",190,Darkness,"Poison Claws (), Dire Claw (80×)",Fighting ×2,0,Astral Radiance,2022/05/27,OKACHEKE,Rare Ultra,https://images.pokemontcg.io/swsh10/175.png,https://images.pokemontcg.io/swsh10/175_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-175,2025/02/22,,,,,,,27.25,22.99,59.99
swsh10-176,Hisuian Samurott V,503.0,Pokémon,"Basic, V",220,Darkness,"Basket Crash (), Shadow Slash (180)",Grass ×2,2,Astral Radiance,2022/05/27,5ban Graphics,Rare Ultra,https://images.pokemontcg.io/swsh10/176.png,https://images.pokemontcg.io/swsh10/176_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-176,2025/02/22,,,,,,,2.52,1.58,10.0
swsh10-177,Origin Forme Dialga V,483.0,Pokémon,"Basic, V",220,Metal,"Metal Coating (), Temporal Rupture (180)",Fire ×2,2,Astral Radiance,2022/05/27,Mitsuhiro Arita,Rare Ultra,https://images.pokemontcg.io/swsh10/177.png,https://images.pokemontcg.io/swsh10/177_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-177,2025/02/22,,,,,,,70.87,68.0,199.0
swsh10-178,Garchomp V,445.0,Pokémon,"Basic, V",200,Dragon,"Dragon Claw (120), Sonic Strike ()",,0,Astral Radiance,2022/05/27,N-DESIGN Inc.,Rare Ultra,https://images.pokemontcg.io/swsh10/178.png,https://images.pokemontcg.io/swsh10/178_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-178,2025/02/22,,,,,,,4.72,3.38,100.0
swsh10-179,Oranguru V,765.0,Pokémon,"Basic, V",210,Colorless,Psychic (30+),Fighting ×2,2,Astral Radiance,2022/05/27,Toyste Beach,Rare Ultra,https://images.pokemontcg.io/swsh10/179.png,https://images.pokemontcg.io/swsh10/179_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-179,2025/02/22,,,,,,,3.37,1.99,20.0
swsh10-180,Wyrdeer V,899.0,Pokémon,"Basic, V",220,Colorless,Psyshield Bash (40×),Fighting ×2,2,Astral Radiance,2022/05/27,aky CG Works,Rare Ultra,https://images.pokemontcg.io/swsh10/180.png,https://images.pokemontcg.io/swsh10/180_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-180,2025/02/22,,,,,,,2.73,1.75,9.99
swsh10-181,Adaman,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,Souichirou Gunjima,Rare Ultra,https://images.pokemontcg.io/swsh10/181.png,https://images.pokemontcg.io/swsh10/181_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-181,2025/02/22,,,,,,,3.27,2.0,25.0
swsh10-182,Choy,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,Hitoshi Ariga,Rare Ultra,https://images.pokemontcg.io/swsh10/182.png,https://images.pokemontcg.io/swsh10/182_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-182,2025/02/22,,,,,,,1.5,0.89,20.0
swsh10-183,Cyllene,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,nagimiso,Rare Ultra,https://images.pokemontcg.io/swsh10/183.png,https://images.pokemontcg.io/swsh10/183_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-183,2025/02/22,,,,,,,4.02,2.99,29.97
swsh10-184,Gardenia's Vigor,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,En Morikura,Rare Ultra,https://images.pokemontcg.io/swsh10/184.png,https://images.pokemontcg.io/swsh10/184_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-184,2025/02/22,,,,,,,7.45,5.99,57.0
swsh10-185,Grant,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,Hideki Ishikawa,Rare Ultra,https://images.pokemontcg.io/swsh10/185.png,https://images.pokemontcg.io/swsh10/185_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-185,2025/02/22,,,,,,,1.53,0.81,14.99
swsh10-186,Irida,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,kirisAki,Rare Ultra,https://images.pokemontcg.io/swsh10/186.png,https://images.pokemontcg.io/swsh10/186_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-186,2025/02/22,,,,,,,14.96,12.95,48.99
swsh10-187,Kamado,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,Hitoshi Ariga,Rare Ultra,https://images.pokemontcg.io/swsh10/187.png,https://images.pokemontcg.io/swsh10/187_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-187,2025/02/22,,,,,,,1.46,0.94,14.99
swsh10-188,Roxanne,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,Sanosuke Sakuma,Rare Ultra,https://images.pokemontcg.io/swsh10/188.png,https://images.pokemontcg.io/swsh10/188_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-188,2025/02/22,,,,,,,7.05,5.23,21.35
swsh10-189,Zisu,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,kirisAki,Rare Ultra,https://images.pokemontcg.io/swsh10/189.png,https://images.pokemontcg.io/swsh10/189_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-189,2025/02/22,,,,,,,1.45,0.9,20.0
swsh10-190,Hisuian Lilligant VSTAR,549.0,Pokémon,VSTAR,260,Grass,Parallel Spin (130+),Fire ×2,1,Astral Radiance,2022/05/27,5ban Graphics,Rare Rainbow,https://images.pokemontcg.io/swsh10/190.png,https://images.pokemontcg.io/swsh10/190_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-190,2025/02/22,,,,,,,6.13,4.99,24.95
swsh10-191,Heatran VMAX,485.0,Pokémon,VMAX,330,Fire,Max Heat Burst (180),Water ×2,4,Astral Radiance,2022/05/27,N-DESIGN Inc.,Rare Rainbow,https://images.pokemontcg.io/swsh10/191.png,https://images.pokemontcg.io/swsh10/191_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-191,2025/02/22,,,,,,,6.3,5.01,28.17
swsh10-192,Origin Forme Palkia VSTAR,484.0,Pokémon,VSTAR,280,Water,Subspace Swell (60+),Lightning ×2,2,Astral Radiance,2022/05/27,aky CG Works,Rare Rainbow,https://images.pokemontcg.io/swsh10/192.png,https://images.pokemontcg.io/swsh10/192_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-192,2025/02/22,,,,,,,13.66,8.0,25.0
swsh10-193,Hisuian Typhlosion VSTAR,157.0,Pokémon,VSTAR,260,Psychic,"Hollow Flame (180), Shimmering Star ()",Darkness ×2,2,Astral Radiance,2022/05/27,5ban Graphics,Rare Rainbow,https://images.pokemontcg.io/swsh10/193.png,https://images.pokemontcg.io/swsh10/193_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-193,2025/02/22,,,,,,,9.1,7.31,25.0
swsh10-194,Machamp VMAX,68.0,Pokémon,VMAX,330,Fighting,"Revenge Buster (80+), G-Max Chi Strike (240)",Psychic ×2,3,Astral Radiance,2022/05/27,N-DESIGN Inc.,Rare Rainbow,https://images.pokemontcg.io/swsh10/194.png,https://images.pokemontcg.io/swsh10/194_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-194,2025/02/22,,,,,,,9.46,8.01,30.0
swsh10-195,Hisuian Decidueye VSTAR,724.0,Pokémon,VSTAR,270,Fighting,Somersault Feathers (160+),Psychic ×2,2,Astral Radiance,2022/05/27,5ban Graphics,Rare Rainbow,https://images.pokemontcg.io/swsh10/195.png,https://images.pokemontcg.io/swsh10/195_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-195,2025/02/22,,,,,,,5.5,5.0,15.0
swsh10-196,Kleavor VSTAR,900.0,Pokémon,VSTAR,270,Fighting,"Axe Break (120), Rampaging Star (30×)",Grass ×2,2,Astral Radiance,2022/05/27,5ban Graphics,Rare Rainbow,https://images.pokemontcg.io/swsh10/196.png,https://images.pokemontcg.io/swsh10/196_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-196,2025/02/22,,,,,,,6.67,5.72,35.99
swsh10-197,Hisuian Samurott VSTAR,503.0,Pokémon,VSTAR,270,Darkness,Merciless Blade (110+),Grass ×2,2,Astral Radiance,2022/05/27,5ban Graphics,Rare Rainbow,https://images.pokemontcg.io/swsh10/197.png,https://images.pokemontcg.io/swsh10/197_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-197,2025/02/22,,,,,,,7.9,5.93,20.0
swsh10-198,Origin Forme Dialga VSTAR,483.0,Pokémon,VSTAR,280,Metal,"Metal Blast (40+), Star Chronos (220)",Fire ×2,3,Astral Radiance,2022/05/27,5ban Graphics,Rare Rainbow,https://images.pokemontcg.io/swsh10/198.png,https://images.pokemontcg.io/swsh10/198_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-198,2025/02/22,,,,,,,13.97,10.0,49.95
swsh10-199,Adaman,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,Souichirou Gunjima,Rare Rainbow,https://images.pokemontcg.io/swsh10/199.png,https://images.pokemontcg.io/swsh10/199_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-199,2025/02/22,,,,,,,4.9,3.25,11.99
swsh10-200,Choy,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,Hitoshi Ariga,Rare Rainbow,https://images.pokemontcg.io/swsh10/200.png,https://images.pokemontcg.io/swsh10/200_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-200,2025/02/22,,,,,,,3.72,2.49,20.0
swsh10-201,Cyllene,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,nagimiso,Rare Rainbow,https://images.pokemontcg.io/swsh10/201.png,https://images.pokemontcg.io/swsh10/201_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-201,2025/02/22,,,,,,,5.78,4.63,11.99
swsh10-202,Gardenia's Vigor,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,En Morikura,Rare Rainbow,https://images.pokemontcg.io/swsh10/202.png,https://images.pokemontcg.io/swsh10/202_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-202,2025/02/22,,,,,,,5.33,3.99,19.99
swsh10-203,Grant,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,Hideki Ishikawa,Rare Rainbow,https://images.pokemontcg.io/swsh10/203.png,https://images.pokemontcg.io/swsh10/203_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-203,2025/02/22,,,,,,,3.29,2.74,20.0
swsh10-204,Irida,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,kirisAki,Rare Rainbow,https://images.pokemontcg.io/swsh10/204.png,https://images.pokemontcg.io/swsh10/204_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-204,2025/02/22,,,,,,,12.48,9.98,49.95
swsh10-205,Kamado,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,Hitoshi Ariga,Rare Rainbow,https://images.pokemontcg.io/swsh10/205.png,https://images.pokemontcg.io/swsh10/205_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-205,2025/02/22,,,,,,,3.67,2.9,20.0
swsh10-206,Roxanne,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,Sanosuke Sakuma,Rare Rainbow,https://images.pokemontcg.io/swsh10/206.png,https://images.pokemontcg.io/swsh10/206_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-206,2025/02/22,,,,,,,5.76,4.0,20.0
swsh10-207,Zisu,,Trainer,Supporter,,,,,0,Astral Radiance,2022/05/27,kirisAki,Rare Rainbow,https://images.pokemontcg.io/swsh10/207.png,https://images.pokemontcg.io/swsh10/207_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-207,2025/02/22,,,,,,,3.79,2.85,14.99
swsh10-208,Origin Forme Palkia VSTAR,484.0,Pokémon,VSTAR,280,Water,Subspace Swell (60+),Lightning ×2,2,Astral Radiance,2022/05/27,aky CG Works,Rare Secret,https://images.pokemontcg.io/swsh10/208.png,https://images.pokemontcg.io/swsh10/208_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-208,2025/02/22,,,,,,,9.07,6.0,49.95
swsh10-209,Hisuian Samurott VSTAR,503.0,Pokémon,VSTAR,270,Darkness,Merciless Blade (110+),Grass ×2,2,Astral Radiance,2022/05/27,5ban Graphics,Rare Secret,https://images.pokemontcg.io/swsh10/209.png,https://images.pokemontcg.io/swsh10/209_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-209,2025/02/22,,,,,,,5.16,4.0,20.9
swsh10-210,Origin Forme Dialga VSTAR,483.0,Pokémon,VSTAR,280,Metal,"Metal Blast (40+), Star Chronos (220)",Fire ×2,3,Astral Radiance,2022/05/27,5ban Graphics,Rare Secret,https://images.pokemontcg.io/swsh10/210.png,https://images.pokemontcg.io/swsh10/210_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-210,2025/02/22,,,,,,,12.11,9.5,1000.0
swsh10-211,Choice Belt,,Trainer,"Item, Pokémon Tool",,,,,0,Astral Radiance,2022/05/27,Studio Bora Inc.,Rare Secret,https://images.pokemontcg.io/swsh10/211.png,https://images.pokemontcg.io/swsh10/211_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-211,2025/02/22,,,,,,,2.28,1.28,25.0
swsh10-212,Jubilife Village,,Trainer,Stadium,,,,,0,Astral Radiance,2022/05/27,Oswaldo KATO,Rare Secret,https://images.pokemontcg.io/swsh10/212.png,https://images.pokemontcg.io/swsh10/212_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-212,2025/02/22,,,,,,,4.5,2.0,11.0
swsh10-213,Path to the Peak,,Trainer,Stadium,,,,,0,Astral Radiance,2022/05/27,Oswaldo KATO,Rare Secret,https://images.pokemontcg.io/swsh10/213.png,https://images.pokemontcg.io/swsh10/213_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-213,2025/02/22,,,,,,,5.66,4.24,33.0
swsh10-214,Temple of Sinnoh,,Trainer,Stadium,,,,,0,Astral Radiance,2022/05/27,Oswaldo KATO,Rare Secret,https://images.pokemontcg.io/swsh10/214.png,https://images.pokemontcg.io/swsh10/214_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-214,2025/02/22,,,,,,,9.04,7.0,179.0
swsh10-215,Trekking Shoes,,Trainer,Item,,,,,0,Astral Radiance,2022/05/27,Toyste Beach,Rare Secret,https://images.pokemontcg.io/swsh10/215.png,https://images.pokemontcg.io/swsh10/215_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-215,2025/02/22,,,,,,,5.72,4.4,27.88
swsh10-216,Double Turbo Energy,,Energy,Special,,,,,0,Astral Radiance,2022/05/27,,Rare Secret,https://images.pokemontcg.io/swsh10/216.png,https://images.pokemontcg.io/swsh10/216_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10-216,2025/02/22,,,,,,,12.45,9.51,65.0
swsh10tg-TG01,Abomasnow,460.0,Pokémon,"Stage 1, Single Strike",140,Grass,Mega Punch (90),Fire ×2,3,Astral Radiance Trainer Gallery,2022/05/27,Mitsuhiro Arita,Trainer Gallery Rare Holo,https://images.pokemontcg.io/swsh10tg/TG01.png,https://images.pokemontcg.io/swsh10tg/TG01_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10tg-TG01,2025/02/22,,,,,,,1.44,0.5,999.99
swsh10tg-TG02,Flapple,841.0,Pokémon,Stage 1,80,Grass,Acid Spray (60),Fire ×2,1,Astral Radiance Trainer Gallery,2022/05/27,Misaki Hashimoto,Trainer Gallery Rare Holo,https://images.pokemontcg.io/swsh10tg/TG02.png,https://images.pokemontcg.io/swsh10tg/TG02_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10tg-TG02,2025/02/22,,,,,,,1.54,0.7,999.99
swsh10tg-TG03,Kingdra,230.0,Pokémon,Stage 2,150,Water,Aqua Burst (40×),Lightning ×2,1,Astral Radiance Trainer Gallery,2022/05/27,Taira Akitsu,Trainer Gallery Rare Holo,https://images.pokemontcg.io/swsh10tg/TG03.png,https://images.pokemontcg.io/swsh10tg/TG03_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh10tg-TG03,2025/02/22,,,,,,,6.01,3.9,89.0
